N,P,K,temperature,humidity,ph,rainfall,label
108.69780242779817,45.971960993801304,56.46494799778456,30.368416348712366,72.07190165352829,6.75612023294616,261.78235231845645,rice
109.30321526384769,38.202840816888646,46.25964844738918,26.449576290790976,90.38882975466925,6.158957216145196,271.6418581233328,rice
92.17070994136655,40.68096804461942,48.86461967539587,22.765807073250105,88.2078857838368,6.136995918419717,261.2940384136598,rice
87.72629840649341,59.26745060987258,57.32802803305494,31.340601964885142,74.28205157274328,5.840097806708662,147.0086025259566,rice
77.7144746033774,52.07622383106137,53.61905389769543,33.61011678921052,77.16815787903934,5.6668274708627635,215.12892980412926,rice
79.47356795421429,38.248037633386794,46.892623155648344,24.72291218861061,84.73590788301523,5.786873453970196,273.22851136925397,rice
105.01325510011245,42.809166034551026,55.80649503488003,31.657172289961622,78.52452433866384,5.518990587074439,249.19928063599608,rice
76.98762418046549,39.99770506187771,35.18405674377514,31.44309253002566,84.62671884502471,6.269297681527403,264.91664496351484,rice
92.945788776917,49.21852989882234,38.494924953191436,23.37436088243168,84.70486515939038,5.847973171057639,230.4377770369902,rice
108.24994287080128,50.86795800001477,48.8394850164499,28.710485928944962,76.68690215737747,5.055472102222291,209.87478227717799,rice
80.72923364097646,45.2132160931159,56.33507683170416,24.80727383038409,71.28266031715945,5.506491005639594,186.97500124266938,rice
103.09582573634475,48.92580380853196,54.59745522766033,29.97176248392865,78.94051095168155,6.465236692398863,166.71566718523263,rice
71.13560365669302,37.251196519391044,53.05898376491126,27.54252676301665,73.54797913873924,5.9018805951860545,164.36993643410693,rice
104.8160187538868,46.153906889350765,44.52553065241206,25.618145069774517,83.86621704861554,5.651262698996103,154.02398709057616,rice
75.90029510602577,59.04744161373786,57.71451726769018,30.396485605728994,75.84913915210943,6.744517479225903,264.60014463452717,rice
105.84450945794978,46.23403755359472,41.80603904612897,23.15669154584199,89.85725272396452,5.8203973217005,172.37813836723686,rice
85.29783120753262,49.4804892235474,39.41931957348079,32.279371409108506,86.68742965637462,6.295033320711687,209.1348863640166,rice
101.36544203512216,49.60244922281839,51.2461650388705,23.013331853678668,79.14776284775341,5.074905512951406,219.03853107912303,rice
86.49306061663927,38.61310472165117,37.58507419306379,29.051734866132545,73.75304530781149,6.665216213078235,232.9697823520632,rice
87.34349022674185,49.77288728703542,35.570096775742435,33.50271055889735,80.6106756127438,6.408923409050515,153.23679998759016,rice
94.33291654190802,47.267674858863025,58.445661374374566,28.860736628512903,80.41676682325298,5.480556193565408,193.05103957480836,rice
96.0336201235769,45.97278650762617,35.540301997008264,31.915503090332294,89.71553698047487,5.2524483601975,228.6457829662479,rice
75.42878705677218,51.806002325995294,42.03084459597521,29.913071616302823,85.99388151431143,6.383565485451783,157.23855135294346,rice
115.80059225688039,40.75534977237202,35.935313904404495,28.6582296326978,78.16029024497365,6.493621537638344,269.3202355302883,rice
85.85694464113577,58.82248487674362,42.27294595350297,28.180685550780574,75.63123199248726,6.684878426088134,166.3372508131229,rice
72.24553096961645,45.87742650007595,59.80938910139592,32.70012719505897,86.46937642805288,6.6034264835813445,282.9514623516581,rice
95.94291801932245,42.898226295769824,54.3003108027747,29.939935158013135,78.22047003522162,5.170040002510728,259.4863378158442,rice
83.12302579614324,58.420328763344486,41.02426437514212,23.473095188937833,88.28447878674794,5.27591176992409,168.68292930523825,rice
99.96913957604218,56.864051020936614,39.910866642864335,25.723884074801138,87.1029064413059,6.749287566909741,220.11858979237476,rice
77.19487512756254,35.34840719270504,40.74140074997138,23.58186661343825,84.90849081948286,5.219298508331356,221.01278905930127,rice
104.71312178214433,49.52791523052256,39.994391291501444,31.64949431418715,85.73895685154764,6.330171207047975,160.96924024917013,rice
76.18769018251723,58.189063775162694,44.939454845623516,25.611384301371277,80.74884899773373,6.193155582974448,292.8997211275152,rice
84.32231134410276,58.12021073280068,35.62148728465641,28.6623765079219,83.94745245698387,5.190615326751356,162.45433553022602,rice
90.95571596581519,59.155797803579546,49.90106383085932,33.196278659202534,87.69594014348536,5.841286882799524,265.56215188035,rice
70.89183919884938,37.72859991914337,55.73571537206841,31.561805059901943,75.11809632326154,5.955385263078297,236.96253131200174,rice
113.38694768880056,50.07767893346814,45.31428923184201,26.490208520886192,79.36940590021722,6.173475846043953,278.798501080372,rice
92.69484410381499,41.195989073783956,40.91655907493953,30.952171362921355,87.96451279532603,5.189500543737425,150.6494171128285,rice
99.72168318782259,38.65433110481746,55.61660476140853,25.72401608708889,73.16518252536514,6.657746850477411,166.4850756376445,rice
84.23600411689678,38.84033487980147,37.88725159163388,22.25377619603728,71.21869900161373,5.314354647684535,148.54110922034806,rice
99.55719080554856,52.01786316998766,44.8407614208007,25.815893163424594,81.09957721448906,6.575008896022295,276.18106029155297,rice
72.1737531006396,39.5374602399131,40.9186217776099,24.99265090998654,82.567118338341,5.749272366265746,147.88065918841505,rice
88.68070692297857,48.09382371794093,37.5417975725929,32.001502645462715,71.1431610622323,6.664715364232512,155.85810265278008,rice
112.17874757988764,57.566328598190424,59.48926701466482,31.624310563283125,87.14850589696924,6.156469896791986,264.63941673250065,rice
76.72761042065736,48.40170089869093,47.85557175476036,32.29086572947069,80.18158604305735,5.693161092980636,242.3301233979376,rice
83.3231658750423,38.49421027384892,46.94693185059364,27.00267242313862,75.11653869163523,5.66152125820723,198.6227919721996,rice
86.37477822062728,44.486601993173224,52.14358363639863,25.562517694855423,90.87487438773749,6.64942643516872,216.94566852801256,rice
86.41806025023445,48.38586974575008,56.21401221934062,29.831048086721225,87.6966202148357,5.958900096918332,241.26682068281931,rice
84.40778070912309,53.37232905775727,40.06011482814296,30.33757754582198,88.93581950316967,5.237785107142779,238.30075848670717,rice
74.75478741149674,53.14289070678567,37.112330470588006,33.23127787240751,73.02297446083165,6.725984442636344,268.14146817361546,rice
99.6841002233177,54.56560261573867,54.87787097457715,33.35232475380796,75.57443378446212,6.062136611644957,155.2078716103042,rice
100.80828500120606,39.28228260231972,49.12376528681105,28.869166168406196,80.251673365587,5.940737195923621,262.22774240105406,rice
109.96223582560333,47.30383038938573,49.989836038065306,33.17483482828122,72.6341389470247,5.210786418620199,154.03344190572295,rice
102.8931642520264,45.46520751975949,54.35803540354608,30.054776959703112,77.34003068322124,6.617059785250764,262.0051435313044,rice
83.52674704550878,44.10480044430135,42.86099950510657,23.891339783499994,73.25123419592822,6.685029434076339,210.06464595180051,rice
89.1659911388705,53.24214271693445,48.824826631322495,33.23367984206155,87.16663286600664,5.862865215424172,200.2175157569322,rice
119.3315772462161,52.944005900091085,58.77986650009603,23.421742926604495,88.71174094219722,6.146732991184173,159.507468533618,rice
99.41289999846103,52.15240912763622,35.30756714721507,27.45181554210096,88.15878924631906,5.531646245619362,213.36769308776817,rice
92.11570635339466,42.54818478606229,57.961047387888854,31.37552842517819,72.43294504191444,6.794662384107632,280.67200388923925,rice
84.19542189320195,55.922414491523455,37.66048829678457,33.98925676569087,84.64506419434382,6.170225028005834,154.47051631746123,rice
114.85166994483126,35.72498758011174,41.02070145102868,23.71626250199962,87.08889469522882,5.356767608983216,285.70211634094164,rice
102.81345196637452,35.904067762367404,35.135745853217514,22.619895004172786,83.33035390825,6.442667259546948,178.16845130038217,rice
112.47044214615364,36.43079850383151,55.024096341041904,33.133545162067364,86.98638478029638,6.256617411161547,274.0768349848613,rice
72.00756497735333,40.044552767976384,38.12309198264108,28.054371882315838,86.39413882323458,6.134021320237517,276.1809759619096,rice
77.76064962205454,53.365527298379035,39.826037271722605,25.249105015813605,85.61790334018869,6.764368612817627,237.84697695633113,rice
72.72501574956478,50.407724248188316,36.05876378950418,32.60974853640181,85.61072227221365,5.311630123560506,154.6753609318717,rice
79.17666144401595,59.500679488854814,46.464016061462246,31.408971380096894,84.00098352637109,6.030343669925547,163.22084074640796,rice
117.30122267790475,42.53356581286795,49.450430395188555,30.397311335068792,84.2831294153968,6.693069937451933,163.75023838720927,rice
95.4176369223471,45.10085976851915,46.85421823706545,23.430610314372935,72.95008141720083,5.500535982406263,188.752736601733,rice
91.39516068406749,50.274688675915705,50.865727935456576,26.941730759026843,78.99322840743133,5.391731348054532,234.12899974544132,rice
85.8520455658619,35.90149585693409,45.46000110392151,27.68959210108204,74.96304310049264,6.030424279619808,230.52350406910733,rice
105.10010905551857,51.19871205503025,51.310826413025794,25.794569821888516,87.32350888369098,5.988459890479422,209.0269112287824,rice
101.30062404705285,44.01643336125636,47.81848111516896,30.840468261786643,89.50086350792157,6.657902955131345,220.58126802929587,rice
96.01375573702845,54.996760269095915,42.86126729360503,32.048588348140825,80.87111622338331,5.208542103803483,151.52946353167098,rice
112.09966055197316,36.38919792267195,42.0152859033414,26.00956048601855,73.80587779421506,5.56500806564358,258.8308106760137,rice
70.73414217800354,55.67933561301716,56.413700589363955,26.467138878298577,73.37948377933397,6.081512734301145,159.1476089383831,rice
